valor,categoria,dia_da_semana,essencial,recorrente
49.32,Lanche,4,0,1
140.8,Lazer,6,0,0
84.92,Alimentação,5,1,1
147.31,Combustível,6,1,1
136.83,Alimentação,4,1,1
92.52,Manutenção,1,0,0
70.52,Alimentação,3,1,0
50.73,Combustível,5,1,1
85.9,Lazer,4,0,1
130.24,Lanche,2,1,0
54.75,Lanche,2,0,1
57.61,Combustível,3,1,1
29.85,Lanche,1,1,0
13.81,Combustível,3,1,1
59.68,Manutenção,1,1,0
136.85,Manutenção,6,0,1
68.24,Alimentação,4,1,0
131.69,Alimentação,2,1,0
128.66,Lanche,7,1,1
30.25,Lanche,1,0,1
106.74,Lanche,7,1,0
42.08,Alimentação,4,1,0
106.01,Combustível,4,1,1
134.41,Alimentação,4,1,0
66.5,Combustível,1,1,1
92.62,Lazer,7,0,0
111.86,Lazer,7,0,1
56.39,Lanche,5,0,1
20.92,Alimentação,2,1,1
132.78,Manutenção,2,1,0
51.64,Combustível,2,1,1
40.24,Manutenção,3,0,1
115.55,Manutenção,5,1,1
81.52,Manutenção,6,0,0
137.21,Alimentação,5,1,1
79.23,Manutenção,5,0,0
146.58,Alimentação,6,1,0
44.9,Manutenção,5,1,1
142.9,Manutenção,5,1,1
15.54,Manutenção,3,1,1
65.46,Manutenção,4,1,0
42.62,Combustível,7,1,1
69.85,Lanche,2,0,1
27.12,Manutenção,1,1,0
84.39,Alimentação,4,1,0
35.12,Manutenção,6,0,1
148.21,Alimentação,5,1,0
90.83,Manutenção,2,1,1
94.33,Alimentação,6,1,1
114.33,Lanche,2,0,1
61.91,Manutenção,4,1,0
15.37,Lazer,6,0,1
11.58,Combustível,2,1,1
100.62,Lanche,7,1,0
76.07,Manutenção,2,0,0
95.95,Lazer,1,0,1
51.43,Alimentação,4,1,0
22.11,Alimentação,5,1,1
106.15,Lanche,5,1,0
119.26,Combustível,4,1,1
103.66,Lazer,4,0,1
64.02,Lazer,3,0,1
105.34,Combustível,3,1,1
129.61,Lazer,6,0,1
76.23,Combustível,4,1,1
140.46,Alimentação,6,1,1
94.48,Manutenção,7,1,1
107.17,Manutenção,4,1,1
149.23,Combustível,3,1,1
59.76,Lanche,6,0,0
44.77,Alimentação,6,1,0
133.95,Combustível,7,1,1
87.28,Lazer,6,0,0
79.63,Manutenção,6,1,1
39.25,Combustível,1,1,1
109.34,Lazer,3,0,0
104.38,Lanche,5,1,1
64.75,Manutenção,3,1,0
139.21,Lanche,7,0,1
58.27,Lazer,7,0,0
12.57,Lanche,7,1,0
38.05,Lanche,3,1,0
61.8,Manutenção,7,1,1
132.96,Manutenção,4,0,1
59.36,Lanche,7,0,0
28.63,Lazer,4,0,0
88.87,Manutenção,3,1,0
94.92,Lanche,2,0,0
137.09,Alimentação,3,1,1
103.97,Combustível,2,1,1
107.62,Manutenção,4,0,0
110.61,Lanche,4,0,0
89.45,Manutenção,6,1,1
65.6,Lanche,1,0,0
64.75,Lanche,2,1,1
72.58,Manutenção,6,1,1
147.12,Lanche,6,1,1
67.4,Manutenção,6,1,1
146.69,Lazer,2,0,1
75.03,Lazer,1,0,0
127.54,Alimentação,3,1,1
26.81,Manutenção,3,1,1
40.39,Alimentação,6,1,1
49.38,Combustível,5,1,1
111.76,Alimentação,1,1,1
23.13,Lanche,5,0,0
141.48,Alimentação,5,1,0
69.25,Lanche,5,1,0
99.95,Combustível,5,1,1
47.66,Combustível,4,1,1
124.53,Manutenção,7,0,0
100.45,Lanche,2,1,1
61.43,Manutenção,3,1,1
64.63,Combustível,3,1,1
33.36,Lazer,1,0,0
125.03,Lazer,1,0,0
36.71,Combustível,7,1,1
73.23,Lazer,7,0,0
13.1,Lanche,1,0,0
87.23,Lanche,1,0,0
28.51,Lanche,7,0,1
139.03,Alimentação,6,1,0
55.93,Lazer,1,0,0
69.99,Manutenção,7,0,1
109.25,Alimentação,6,1,0
20.74,Alimentação,1,1,0
97.39,Lazer,1,0,1
72.09,Lanche,2,0,0
105.37,Alimentação,7,1,0
132.64,Combustível,1,1,1
115.93,Lazer,7,0,1
19.53,Manutenção,6,0,1
75.61,Lanche,6,1,0
64.52,Lazer,6,0,0
16.92,Manutenção,2,1,1
35.95,Combustível,7,1,1
71.29,Lazer,2,0,0
12.0,Lanche,4,0,0
134.04,Lazer,6,0,0
28.72,Combustível,5,1,1
99.04,Lanche,5,1,0
72.51,Lanche,3,0,0
92.47,Lanche,6,1,0
63.18,Combustível,6,1,1
87.55,Alimentação,2,1,1
146.86,Combustível,2,1,1
11.1,Manutenção,1,0,0
139.98,Lazer,4,0,0
73.39,Manutenção,6,0,1
12.35,Alimentação,4,1,1
125.04,Combustível,4,1,1
87.99,Manutenção,5,1,0
36.78,Lazer,6,0,0
128.24,Alimentação,5,1,0
74.65,Combustível,6,1,1
37.58,Lazer,5,0,1
79.59,Lazer,4,0,0
125.6,Combustível,3,1,1
130.87,Combustível,3,1,1
118.48,Alimentação,5,1,0
45.69,Combustível,6,1,1
36.84,Lazer,1,0,1
100.46,Manutenção,5,1,0
90.52,Combustível,6,1,1
110.04,Combustível,5,1,1
106.66,Alimentação,4,1,0
74.27,Lazer,4,0,0
135.53,Combustível,4,1,1
121.2,Combustível,1,1,1
105.39,Manutenção,7,1,1
147.39,Alimentação,6,1,0
129.31,Alimentação,4,1,1
40.59,Combustível,6,1,1
109.81,Combustível,5,1,1
70.61,Manutenção,5,0,1
137.76,Manutenção,1,1,0
26.83,Lazer,7,0,1
88.95,Alimentação,7,1,0
127.06,Alimentação,4,1,1
80.85,Manutenção,7,0,0
130.55,Combustível,7,1,1
110.11,Alimentação,4,1,0
113.49,Lanche,7,0,0
84.52,Lazer,4,0,0
17.53,Alimentação,1,1,1
17.27,Alimentação,2,1,0
34.5,Combustível,5,1,1
51.65,Lanche,2,0,1
55.5,Lazer,4,0,1
11.6,Alimentação,5,1,0
69.71,Alimentação,1,1,0
22.48,Combustível,4,1,1
114.35,Alimentação,6,1,0
59.08,Lazer,4,0,0
63.71,Lazer,7,0,1
29.44,Combustível,6,1,1
62.27,Alimentação,7,1,1
85.08,Manutenção,4,0,1
115.14,Alimentação,6,1,0
36.48,Alimentação,2,1,0
19.59,Alimentação,1,1,0
11.21,Combustível,5,1,1
116.79,Alimentação,1,1,0
108.81,Combustível,2,1,1
134.29,Lanche,5,0,1
31.48,Lazer,5,0,1
96.51,Alimentação,1,1,1
125.74,Alimentação,7,1,0
109.25,Combustível,4,1,1
37.32,Lanche,3,0,0
139.91,Manutenção,2,0,0
38.43,Lanche,3,0,1
127.67,Lazer,4,0,1
133.91,Manutenção,4,0,1
32.97,Alimentação,5,1,0
23.02,Lanche,5,0,0
14.67,Manutenção,7,0,1
19.66,Lanche,5,0,1
18.3,Manutenção,1,0,0
132.5,Manutenção,1,1,0
44.47,Lazer,3,0,0
53.9,Lanche,6,1,0
92.12,Combustível,6,1,1
121.93,Lanche,3,0,0
59.58,Lanche,2,0,0
93.22,Lazer,6,0,1
64.92,Manutenção,5,1,1
120.68,Lazer,1,0,0
147.23,Alimentação,2,1,0
120.29,Manutenção,3,0,1
89.57,Manutenção,4,0,1
31.52,Lazer,1,0,0
75.05,Alimentação,6,1,1
55.72,Manutenção,2,0,1
20.18,Alimentação,5,1,0
94.46,Manutenção,6,0,0
142.63,Alimentação,7,1,0
51.7,Alimentação,4,1,1
132.27,Manutenção,1,1,0
67.74,Combustível,2,1,1
26.91,Combustível,2,1,1
39.84,Manutenção,7,0,1
36.78,Alimentação,1,1,1
27.08,Lazer,7,0,0
111.52,Manutenção,6,1,0
34.97,Combustível,2,1,1
75.95,Alimentação,1,1,1
33.69,Alimentação,6,1,0
112.94,Manutenção,2,1,0
74.75,Manutenção,7,1,1
47.99,Manutenção,2,0,1
38.6,Combustível,3,1,1
139.24,Alimentação,5,1,1
52.29,Alimentação,3,1,0
45.32,Lanche,3,1,0
19.06,Alimentação,5,1,1
133.82,Lanche,4,0,1
70.73,Alimentação,5,1,0
22.33,Lazer,3,0,1
131.22,Manutenção,3,1,1
36.25,Lanche,1,0,1
119.33,Lazer,1,0,1
136.53,Manutenção,2,0,1
88.24,Alimentação,7,1,0
40.53,Combustível,7,1,1
34.77,Combustível,7,1,1
102.62,Lazer,7,0,0
50.97,Combustível,1,1,1
143.83,Manutenção,3,1,0
72.96,Alimentação,2,1,0
111.34,Alimentação,1,1,1
137.15,Lanche,7,1,1
124.39,Alimentação,7,1,0
107.08,Lazer,4,0,0
149.2,Manutenção,4,1,1
53.97,Alimentação,4,1,0
55.3,Alimentação,1,1,1
84.18,Combustível,2,1,1
51.98,Lazer,2,0,1
18.0,Alimentação,3,1,0
133.47,Lazer,6,0,0
104.4,Alimentação,6,1,0
16.47,Combustível,1,1,1
33.69,Alimentação,3,1,0
53.56,Manutenção,7,0,1
91.91,Lanche,5,1,0
112.63,Alimentação,2,1,1
141.92,Lazer,1,0,1
124.39,Manutenção,1,1,0
56.15,Manutenção,3,0,0
134.51,Manutenção,3,0,0
123.78,Lazer,5,0,1
88.16,Combustível,6,1,1
58.22,Combustível,7,1,1
28.07,Manutenção,5,0,0
35.88,Combustível,7,1,1
139.49,Lazer,7,0,1
110.0,Lazer,7,0,0
67.29,Lanche,3,1,1
45.66,Lazer,5,0,0
20.21,Lazer,1,0,0
45.48,Lanche,4,0,0
99.57,Alimentação,5,1,1
66.51,Manutenção,4,1,1
85.66,Lanche,7,1,1
114.65,Alimentação,1,1,1
111.38,Manutenção,6,1,1
41.21,Combustível,1,1,1
37.88,Combustível,4,1,1
21.51,Alimentação,7,1,1
136.42,Lazer,7,0,1
135.18,Combustível,5,1,1
108.41,Lanche,1,1,1
36.04,Lanche,7,0,0
94.1,Lazer,4,0,1
130.86,Manutenção,4,0,1
90.53,Lanche,6,1,0
51.7,Alimentação,2,1,0
76.38,Lanche,4,1,0
97.48,Lazer,7,0,1
61.47,Lazer,6,0,1
56.51,Lanche,4,0,1
77.56,Lanche,4,0,1
101.25,Alimentação,3,1,0
115.88,Lanche,1,1,1
39.83,Lazer,1,0,0
36.93,Lanche,6,0,0
129.01,Alimentação,7,1,1
44.55,Lanche,5,1,1
36.99,Lanche,6,1,0
53.41,Manutenção,5,1,1
89.26,Lanche,5,0,0
141.06,Manutenção,7,0,0
136.95,Alimentação,2,1,1
123.0,Manutenção,7,0,1
113.33,Lazer,2,0,0
84.92,Manutenção,6,1,1
29.2,Manutenção,1,0,1
148.24,Manutenção,6,1,1
86.17,Lazer,5,0,1
53.82,Alimentação,6,1,0
79.12,Alimentação,1,1,0
135.3,Lazer,3,0,1
91.46,Alimentação,7,1,0
101.52,Alimentação,5,1,0
17.84,Lanche,3,0,1
128.93,Lazer,1,0,1
40.26,Manutenção,3,0,0
61.28,Lazer,6,0,1
74.54,Lazer,7,0,0
52.55,Alimentação,2,1,0
113.4,Lanche,2,1,1
149.45,Lanche,3,0,1
43.5,Combustível,2,1,1
22.59,Alimentação,4,1,0
46.2,Lanche,7,0,0
133.11,Manutenção,7,1,1
69.8,Alimentação,5,1,1
30.36,Combustível,1,1,1
84.46,Lazer,5,0,0
32.25,Alimentação,7,1,1
89.61,Lanche,4,1,0
95.15,Lanche,3,0,0
59.26,Lazer,3,0,0
73.71,Lanche,1,1,1
16.5,Lanche,6,1,1
138.24,Alimentação,3,1,1
87.79,Manutenção,6,0,0
82.18,Manutenção,6,0,0
24.97,Manutenção,3,1,1
89.44,Combustível,3,1,1
53.72,Lanche,6,1,1
112.74,Combustível,3,1,1
74.09,Lazer,5,0,0
143.23,Alimentação,2,1,1
52.51,Combustível,4,1,1
143.41,Alimentação,5,1,1
130.93,Combustível,3,1,1
56.61,Lazer,2,0,0
38.56,Lazer,3,0,1
94.03,Manutenção,4,1,0
138.19,Combustível,5,1,1
136.77,Alimentação,6,1,0
144.79,Combustível,6,1,1
72.78,Lanche,6,1,0
81.13,Manutenção,5,0,0
86.48,Manutenção,3,0,0
59.99,Lazer,1,0,1
13.58,Alimentação,2,1,0
19.21,Combustível,1,1,1
60.13,Lazer,2,0,1
56.46,Combustível,4,1,1
113.68,Combustível,3,1,1
128.2,Manutenção,2,0,1
121.79,Alimentação,1,1,1
16.31,Combustível,7,1,1
110.31,Lanche,6,1,1
117.99,Lazer,1,0,1
136.42,Combustível,6,1,1
74.98,Lazer,2,0,0
115.17,Alimentação,5,1,1
39.58,Lazer,2,0,0
121.22,Manutenção,5,1,1
95.75,Manutenção,3,0,1
42.46,Lazer,6,0,1
112.86,Manutenção,5,0,1
35.51,Lanche,3,0,1
145.85,Lazer,7,0,1
119.56,Manutenção,2,1,1
98.74,Lazer,4,0,1
14.56,Manutenção,4,1,0
13.72,Alimentação,5,1,0
78.2,Combustível,7,1,1
82.7,Combustível,4,1,1
103.61,Alimentação,6,1,0
16.7,Lanche,7,0,0
61.21,Manutenção,2,1,0
120.68,Lanche,7,0,1
98.11,Manutenção,2,1,0
16.38,Alimentação,7,1,1
125.21,Alimentação,7,1,0
118.43,Lazer,7,0,1
125.36,Lazer,4,0,0
77.66,Manutenção,2,0,0
38.45,Manutenção,5,1,0
131.33,Lanche,7,0,1
147.64,Combustível,2,1,1
73.4,Alimentação,3,1,1
30.93,Combustível,4,1,1
108.12,Manutenção,2,0,1
113.31,Lazer,3,0,0
37.17,Manutenção,3,0,1
11.95,Combustível,4,1,1
131.45,Lanche,3,1,0
10.47,Combustível,1,1,1
55.8,Alimentação,6,1,1
112.15,Lanche,1,1,0
10.26,Lanche,2,0,1
74.49,Manutenção,5,1,0
107.23,Combustível,7,1,1
60.28,Alimentação,1,1,1
80.28,Manutenção,2,1,0
117.56,Manutenção,2,1,1
123.05,Manutenção,3,1,0
31.95,Lanche,1,0,0
45.89,Combustível,4,1,1
142.24,Manutenção,2,1,1
104.63,Lanche,1,1,0
89.93,Alimentação,2,1,1
129.62,Combustível,1,1,1
62.11,Manutenção,1,1,0
118.22,Alimentação,5,1,0
86.33,Manutenção,2,1,1
24.42,Lazer,1,0,0
111.51,Alimentação,1,1,0
42.81,Combustível,6,1,1
93.57,Combustível,4,1,1
51.73,Lanche,4,0,1
56.15,Manutenção,2,1,1
87.55,Combustível,3,1,1
85.21,Lazer,4,0,1
131.82,Lazer,5,0,1
92.88,Alimentação,3,1,1
80.05,Manutenção,6,0,0
100.31,Alimentação,5,1,0
95.86,Lazer,2,0,1
23.77,Combustível,3,1,1
132.17,Combustível,5,1,1
104.28,Manutenção,7,0,0
62.62,Lazer,6,0,1
17.7,Combustível,7,1,1
81.87,Combustível,7,1,1
113.28,Lazer,4,0,1
89.05,Lazer,3,0,1
146.75,Combustível,2,1,1
111.32,Manutenção,2,1,1
120.95,Alimentação,2,1,1
15.24,Lanche,5,1,1
59.08,Alimentação,4,1,1
117.57,Lazer,3,0,1
100.32,Manutenção,4,0,1
28.12,Alimentação,5,1,0
149.07,Combustível,1,1,1
97.89,Lazer,1,0,1
148.63,Alimentação,6,1,1
114.01,Lanche,6,1,0
78.54,Manutenção,1,0,0
105.99,Lanche,4,1,1
41.95,Lanche,1,0,1
39.1,Combustível,3,1,1
87.17,Alimentação,4,1,1
142.36,Alimentação,7,1,0
90.28,Lazer,1,0,0
79.22,Lanche,7,0,1
91.57,Combustível,5,1,1
74.62,Lazer,7,0,1
117.53,Lanche,4,0,0
138.58,Combustível,4,1,1
12.18,Lanche,3,0,1
47.87,Lazer,4,0,0
130.82,Combustível,2,1,1
145.91,Lanche,2,0,0
97.11,Lanche,4,0,0
131.09,Combustível,2,1,1
83.06,Lazer,3,0,0
41.21,Alimentação,3,1,1
148.0,Combustível,6,1,1
79.49,Manutenção,3,1,0
111.17,Manutenção,6,1,1
101.61,Lanche,5,1,0
122.21,Alimentação,2,1,1
112.22,Manutenção,3,1,1
47.13,Lanche,5,0,1
86.93,Lazer,1,0,0
81.54,Lazer,7,0,0
146.9,Combustível,6,1,1
65.95,Lanche,4,0,0
85.33,Manutenção,2,1,1
97.78,Manutenção,5,0,1
25.83,Manutenção,2,0,0
106.02,Combustível,4,1,1
105.55,Alimentação,1,1,0
148.25,Lanche,7,0,0
29.45,Manutenção,6,1,1
61.79,Combustível,6,1,1
79.22,Lanche,7,0,1
103.02,Manutenção,5,0,0
117.56,Lanche,4,0,0
149.02,Alimentação,6,1,1
13.33,Lanche,1,1,1
139.05,Lazer,1,0,0
133.23,Lanche,5,0,0
11.0,Lazer,3,0,1
127.51,Lanche,2,0,1
65.38,Combustível,6,1,1
56.71,Lanche,2,0,0
33.02,Alimentação,7,1,1
135.94,Lazer,5,0,1
101.37,Alimentação,3,1,1
58.16,Combustível,5,1,1
147.72,Lazer,6,0,0
147.4,Combustível,2,1,1
17.98,Manutenção,7,1,0
94.5,Manutenção,5,1,1
131.87,Combustível,3,1,1
19.8,Lazer,5,0,1
58.26,Lanche,5,0,0
48.09,Lanche,5,1,0
148.81,Manutenção,4,1,1
72.33,Alimentação,5,1,0
120.04,Lanche,2,1,0
122.38,Combustível,2,1,1
87.94,Lanche,7,1,1
28.56,Manutenção,6,0,1
70.76,Combustível,4,1,1
82.38,Combustível,2,1,1
141.18,Manutenção,1,0,0
65.62,Lanche,2,1,0
104.38,Manutenção,4,1,0
11.96,Manutenção,5,0,1
109.12,Alimentação,7,1,1
43.27,Lanche,1,1,1
39.05,Combustível,5,1,1
65.9,Combustível,2,1,1
135.25,Lazer,2,0,0
118.95,Lazer,3,0,0
111.49,Manutenção,3,0,1
112.7,Combustível,6,1,1
103.59,Manutenção,2,1,0
10.44,Lazer,4,0,1
85.23,Combustível,1,1,1
47.37,Lazer,2,0,1
51.25,Alimentação,2,1,0
58.84,Lazer,5,0,0
116.79,Manutenção,2,1,0
44.62,Lanche,1,1,0
68.83,Lazer,3,0,0
12.19,Lazer,1,0,0
48.1,Combustível,1,1,1
132.86,Combustível,7,1,1
128.43,Alimentação,7,1,1
80.32,Lazer,2,0,0
119.02,Manutenção,3,0,0
32.8,Lazer,6,0,0
97.09,Alimentação,4,1,0
115.64,Lazer,6,0,1
145.68,Combustível,1,1,1
42.35,Alimentação,7,1,0
121.96,Alimentação,4,1,0
61.72,Lazer,2,0,0
54.17,Combustível,3,1,1
99.9,Lanche,7,0,0
31.14,Lazer,4,0,0
144.39,Manutenção,4,0,0
22.32,Lanche,1,1,0
105.16,Lanche,6,0,1
117.33,Lanche,6,0,1
103.01,Manutenção,5,1,1
124.87,Combustível,4,1,1
82.09,Manutenção,4,1,1
70.55,Manutenção,6,0,0
70.97,Lanche,4,0,0
54.59,Lazer,2,0,0
143.83,Alimentação,5,1,0
118.78,Lazer,2,0,0
32.61,Combustível,1,1,1
108.57,Lazer,2,0,1
144.96,Alimentação,4,1,0
140.24,Combustível,7,1,1
52.06,Manutenção,7,0,1
61.95,Combustível,6,1,1
145.59,Combustível,1,1,1
30.12,Combustível,6,1,1
129.35,Lanche,7,0,0
80.82,Lazer,6,0,0
35.82,Alimentação,2,1,0
32.83,Lazer,7,0,0
64.67,Combustível,4,1,1
18.66,Lanche,1,1,0
35.39,Alimentação,7,1,0
142.32,Alimentação,3,1,1
123.98,Manutenção,5,1,0
14.37,Manutenção,4,1,1
143.72,Alimentação,3,1,0
106.54,Alimentação,4,1,1
118.47,Alimentação,2,1,1
70.23,Alimentação,2,1,1
100.04,Lazer,1,0,0
140.63,Lanche,5,1,1
137.24,Lanche,3,1,0
139.47,Manutenção,5,1,1
84.01,Lanche,7,1,1
24.73,Alimentação,5,1,0
76.37,Lanche,2,0,1
20.92,Combustível,5,1,1
116.95,Lanche,7,1,1
137.52,Manutenção,2,1,1
56.15,Lazer,5,0,1
19.39,Alimentação,2,1,0
56.14,Lanche,7,0,1
122.43,Combustível,1,1,1
103.29,Combustível,6,1,1
93.68,Combustível,3,1,1
53.09,Manutenção,5,0,0
11.33,Combustível,7,1,1
33.31,Lazer,2,0,0
62.74,Manutenção,1,0,0
135.23,Combustível,2,1,1
43.35,Lazer,6,0,0
53.23,Lanche,1,1,1
59.77,Alimentação,7,1,0
31.24,Lazer,5,0,0
50.94,Alimentação,7,1,0
84.31,Lanche,7,1,1
123.36,Lazer,1,0,1
57.39,Lazer,3,0,0
103.29,Lanche,1,1,1
59.63,Manutenção,2,1,0
25.09,Alimentação,4,1,0
148.03,Alimentação,4,1,1
78.64,Combustível,1,1,1
92.13,Lanche,7,0,0
61.39,Combustível,6,1,1
141.82,Lanche,4,1,0
72.01,Lanche,3,0,0
85.04,Combustível,4,1,1
65.54,Manutenção,7,0,1
107.94,Lanche,4,1,1
113.15,Manutenção,4,0,1
67.72,Lazer,6,0,0
112.03,Alimentação,5,1,1
126.35,Combustível,2,1,1
136.74,Alimentação,1,1,0
55.99,Combustível,7,1,1
61.1,Lanche,1,0,0
20.39,Lazer,4,0,1
79.64,Lazer,5,0,0
84.67,Manutenção,5,1,1
118.36,Lazer,5,0,0
38.39,Lazer,4,0,1
22.67,Lanche,7,0,0
61.45,Lanche,6,1,1
10.71,Manutenção,7,0,0
142.24,Lazer,7,0,1
55.68,Combustível,2,1,1
61.15,Manutenção,7,0,0
117.5,Lanche,2,1,1
52.77,Combustível,3,1,1
76.86,Alimentação,4,1,1
16.55,Combustível,5,1,1
126.54,Lanche,7,1,0
28.88,Lanche,2,0,0
129.7,Combustível,1,1,1
57.39,Alimentação,2,1,1
105.88,Combustível,2,1,1
78.03,Manutenção,2,0,1
59.06,Alimentação,4,1,0
131.98,Combustível,7,1,1
120.1,Combustível,7,1,1
94.32,Lazer,2,0,1
24.96,Alimentação,1,1,1
56.62,Lanche,1,0,1
45.2,Alimentação,1,1,0
84.89,Manutenção,3,0,0
86.39,Manutenção,2,1,1
30.62,Combustível,4,1,1
48.42,Lanche,6,1,1
81.44,Alimentação,6,1,0
31.5,Combustível,5,1,1
149.67,Manutenção,2,0,0
145.86,Combustível,4,1,1
31.24,Lanche,2,0,0
70.72,Combustível,2,1,1
133.49,Lanche,7,1,0
128.07,Lazer,5,0,1
35.77,Manutenção,6,0,1
108.54,Lazer,1,0,1
44.48,Combustível,2,1,1
95.9,Manutenção,2,1,1
122.61,Manutenção,5,0,0
55.17,Lazer,3,0,0
27.15,Lazer,5,0,0
96.5,Lazer,4,0,1
66.73,Lazer,2,0,1
38.91,Alimentação,7,1,1
91.26,Combustível,4,1,1
61.41,Alimentação,4,1,0
125.13,Manutenção,3,0,0
89.16,Manutenção,1,1,0
37.38,Alimentação,2,1,0
119.57,Combustível,1,1,1
24.73,Alimentação,2,1,0
109.19,Lanche,2,1,0
16.48,Lazer,2,0,1
12.57,Combustível,6,1,1
132.87,Alimentação,3,1,0
88.45,Lanche,6,1,1
129.45,Alimentação,7,1,1
112.76,Lanche,6,0,1
25.91,Lazer,5,0,0
149.8,Lanche,5,1,0
48.97,Alimentação,4,1,1
88.02,Lazer,7,0,1
110.87,Combustível,4,1,1
87.06,Combustível,5,1,1
82.04,Alimentação,3,1,0
26.18,Lanche,4,1,0
76.08,Manutenção,5,0,1
37.36,Alimentação,6,1,0
95.39,Lanche,2,0,1
116.89,Lanche,4,1,0
15.27,Lanche,4,0,1
46.53,Lanche,2,1,1
69.33,Combustível,6,1,1
84.88,Lanche,4,0,1
15.49,Combustível,5,1,1
33.89,Manutenção,6,1,1
104.73,Lanche,7,0,1
43.71,Lanche,7,1,1
58.81,Manutenção,4,1,1
72.41,Combustível,6,1,1
21.04,Combustível,6,1,1
22.97,Alimentação,2,1,1
62.06,Manutenção,5,1,1
91.09,Lanche,1,0,0
78.79,Combustível,6,1,1
28.87,Lazer,4,0,1
40.57,Alimentação,1,1,1
65.53,Lazer,4,0,0
11.33,Alimentação,4,1,0
139.75,Lanche,6,0,0
76.84,Lanche,2,1,0
119.72,Alimentação,3,1,0
68.44,Manutenção,7,0,1
106.53,Alimentação,4,1,1
17.18,Manutenção,6,0,0
84.09,Lanche,2,1,0
125.49,Alimentação,1,1,0
109.44,Combustível,6,1,1
67.19,Combustível,4,1,1
93.07,Manutenção,5,0,0
121.62,Lanche,4,0,0
90.41,Lazer,1,0,0
22.72,Lanche,2,0,0
27.96,Combustível,2,1,1
49.16,Manutenção,7,0,1
50.89,Lanche,1,0,0
37.86,Combustível,1,1,1
147.32,Lanche,5,1,1
149.51,Lazer,5,0,0
45.13,Combustível,1,1,1
69.0,Combustível,4,1,1
27.0,Lazer,1,0,1
18.78,Lazer,7,0,1
47.62,Manutenção,2,1,0
96.66,Lazer,3,0,0
97.1,Combustível,6,1,1
21.68,Manutenção,6,1,0
145.47,Lazer,5,0,0
23.22,Alimentação,2,1,0
41.34,Manutenção,1,1,0
53.98,Manutenção,3,0,0
140.38,Alimentação,3,1,0
46.08,Lazer,2,0,0
69.35,Lazer,7,0,1
25.72,Lanche,1,0,0
81.93,Alimentação,4,1,0
60.9,Alimentação,5,1,0
18.12,Lazer,1,0,0
127.36,Manutenção,4,0,1
10.99,Combustível,2,1,1
52.9,Alimentação,2,1,1
26.95,Manutenção,3,0,0
81.21,Lanche,5,1,1
84.63,Lazer,2,0,0
69.11,Lazer,7,0,0
63.08,Manutenção,6,0,0
74.73,Lanche,2,0,0
91.31,Manutenção,3,1,0
68.42,Manutenção,6,0,1
110.33,Lazer,4,0,1
46.94,Lazer,5,0,1
66.74,Alimentação,3,1,1
98.46,Lazer,4,0,0
102.73,Lanche,3,0,0
109.82,Manutenção,4,1,0
148.66,Combustível,5,1,1
139.48,Lazer,1,0,1
24.55,Combustível,4,1,1
107.71,Lazer,1,0,1
126.9,Combustível,3,1,1
28.39,Manutenção,6,1,1
53.54,Alimentação,4,1,1
138.98,Combustível,6,1,1
84.81,Alimentação,1,1,1
73.64,Lazer,2,0,0
19.09,Lazer,1,0,0
64.63,Lazer,4,0,0
111.24,Manutenção,3,0,1
62.95,Lanche,5,1,1
96.04,Combustível,4,1,1
35.73,Combustível,5,1,1
106.48,Combustível,7,1,1
76.47,Manutenção,2,1,0
88.32,Manutenção,1,1,1
142.95,Alimentação,4,1,1
25.25,Lazer,7,0,0
92.07,Manutenção,4,1,0
112.67,Alimentação,3,1,0
46.53,Lanche,7,0,0
34.85,Lanche,1,0,1
76.88,Combustível,3,1,1
119.88,Manutenção,5,1,1
96.41,Combustível,2,1,1
53.97,Manutenção,4,1,1
102.29,Lanche,6,0,0
66.62,Alimentação,7,1,0
14.4,Alimentação,4,1,0
42.82,Lazer,3,0,0
117.68,Combustível,3,1,1
13.75,Manutenção,2,1,0
146.28,Manutenção,5,1,1
132.93,Alimentação,1,1,0
137.64,Manutenção,1,0,1
85.69,Manutenção,6,0,0
94.94,Lazer,4,0,0
22.8,Lazer,5,0,1
141.44,Manutenção,5,0,0
32.55,Alimentação,1,1,1
141.0,Combustível,3,1,1
67.6,Combustível,2,1,1
38.28,Lanche,4,0,1
119.56,Alimentação,2,1,0
22.08,Lanche,3,0,0
37.0,Manutenção,7,1,0
67.82,Combustível,6,1,1
24.77,Manutenção,2,0,0
55.08,Lanche,6,1,1
13.84,Alimentação,5,1,0
121.69,Lanche,3,1,0
133.13,Alimentação,4,1,0
101.17,Lazer,7,0,0
120.21,Manutenção,5,0,0
134.6,Manutenção,3,0,1
58.43,Lazer,5,0,1
107.31,Lanche,4,0,0
59.68,Manutenção,3,1,1
124.76,Alimentação,5,1,1
105.0,Manutenção,2,0,0
75.17,Lazer,6,0,0
95.11,Alimentação,5,1,1
134.11,Lanche,3,0,1
120.11,Combustível,7,1,1
27.41,Combustível,5,1,1
13.98,Alimentação,1,1,0
133.22,Combustível,2,1,1
63.42,Lanche,7,0,1
90.71,Manutenção,5,1,1
106.79,Lanche,4,0,0
19.68,Alimentação,5,1,1
119.95,Lanche,6,1,1
110.87,Lanche,4,0,1
107.76,Alimentação,3,1,1
115.97,Lazer,3,0,0
102.03,Lanche,1,0,0
137.72,Alimentação,5,1,0
